1583863800000,7854.47000000,7856.36000000,7808.00000000,7820.05000000,501.01727000,1583864099999,3923138.43578820,4040,217.93251700,1706429.08632855,0
1583864100000,7820.39000000,7832.99000000,7808.00000000,7815.58000000,281.70999000,1583864399999,2203239.81973703,2850,103.75608400,811522.10934078,0
1583864400000,7816.56000000,7831.02000000,7801.00000000,7825.50000000,283.78669200,1583864699999,2217334.45243285,2611,134.64542000,1052022.66327742,0
1583864700000,7825.50000000,7834.22000000,7812.12000000,7823.22000000,169.00185600,1583864999999,1322235.71998978,2347,82.10723600,642376.02177893,0
1583865000000,7822.79000000,7885.00000000,7821.46000000,7873.47000000,741.51176100,1583865299999,5823966.96390894,4556,543.07103800,4263202.18738701,0
1583865300000,7873.47000000,7877.02000000,7856.98000000,7869.16000000,161.64179600,1583865599999,1271391.58175075,2135,87.53526300,688467.08805816,0
1583865600000,7869.11000000,7893.15000000,7867.63000000,7875.56000000,211.46561200,1583865899999,1666051.51458549,2460,135.50593200,1067587.53225903,0
1583865900000,7874.44000000,7890.51000000,7870.41000000,7881.52000000,262.77710300,1583866199999,2070658.66616401,2558,138.25287700,1089409.97135447,0
1583866200000,7881.42000000,7884.76000000,7860.20000000,7862.46000000,141.58248200,1583866499999,1114575.50087761,2191,67.40419500,530619.84590464,0
1583866500000,7862.83000000,7877.00000000,7857.28000000,7865.51000000,192.94914000,1583866799999,1518291.61107064,1841,72.07811700,567232.42824658,0
1583866800000,7865.65000000,7871.00000000,7847.45000000,7871.00000000,265.70692300,1583867099999,2087881.20267578,2093,124.44637700,978333.83338919,0
1583867100000,7871.00000000,7882.57000000,7870.99000000,7876.00000000,126.74423300,1583867399999,998133.35885989,1876,73.24653800,576829.60443741,0
1583867400000,7875.80000000,7887.42000000,7871.45000000,7883.65000000,124.10992000,1583867699999,978084.55489076,1566,82.94945200,653664.88820351,0
1583867700000,7883.65000000,7900.00000000,7882.12000000,7888.77000000,340.63624400,1583867999999,2689222.31680896,2558,170.89531500,1349319.21373912,0
1583868000000,7889.40000000,7929.50000000,7888.78000000,7916.50000000,627.22031600,1583868299999,4962186.87883197,4012,461.05850200,3647087.20639386,0
1583868300000,7916.59000000,7917.60000000,7901.68000000,7912.70000000,154.80345700,1583868599999,1224835.32460531,1841,80.09600300,633680.83714559,0
1583868600000,7913.39000000,7930.85000000,7906.42000000,7926.86000000,238.93999000,1583868899999,1892073.53734544,2399,139.23208900,1102541.82250892,0
1583868900000,7926.86000000,7929.58000000,7919.99000000,7924.24000000,125.43675700,1583869199999,993974.73728570,1423,44.02148500,348809.22808158,0
1583869200000,7924.86000000,7937.03000000,7920.00000000,7927.26000000,211.03615800,1583869499999,1672852.42747191,2098,121.32514300,961836.21829477,0
1583869500000,7927.04000000,7929.68000000,7923.00000000,7928.61000000,137.39117900,1583869799999,1089009.47109902,1404,74.16846900,587888.09809616,0
1583869800000,7928.60000000,7947.35000000,7920.00000000,7946.06000000,199.54752400,1583870099999,1582628.86695463,1912,121.42702700,963196.11305397,0
1583870100000,7946.02000000,7985.00000000,7946.02000000,7978.80000000,814.89067100,1583870399999,6489197.19494624,4837,579.92617700,4617564.19944412,0
1583870400000,7978.94000000,8018.59000000,7892.62000000,7927.50000000,852.65346500,1583870699999,6780353.50955590,6247,415.18349600,3304991.68785588,0
1583870700000,7927.50000000,7947.99000000,7920.00000000,7936.40000000,221.93025800,1583870999999,1759441.51341079,2277,94.81168800,751971.31507905,0
1583871000000,7937.29000000,7965.10000000,7933.72000000,7965.10000000,208.68879700,1583871299999,1659062.62812819,2322,100.29849300,797639.57257007,0
1583871300000,7965.10000000,7965.89000000,7925.35000000,7938.97000000,473.54098000,1583871599999,3763279.74469979,2642,98.94938400,786635.99368082,0
1583871600000,7938.51000000,7964.75000000,7936.31000000,7958.29000000,223.93407200,1583871899999,1779609.88424020,2260,120.56075900,958467.18947451,0
1583871900000,7959.29000000,7983.75000000,7958.72000000,7972.87000000,212.03847400,1583872199999,1690585.82898354,2524,101.46547500,809077.75442076,0
1583872200000,7972.90000000,7991.01000000,7971.98000000,7974.52000000,257.90890500,1583872499999,2058581.89830737,2120,187.77275100,1498734.12046146,0
1583872500000,7973.95000000,7995.00000000,7972.26000000,7993.89000000,104.88571300,1583872799999,837692.39725751,1576,52.88828700,422451.82676245,0
1583872800000,7993.68000000,8029.06000000,7992.20000000,8024.14000000,339.48613100,1583873099999,2720515.93816643,3439,179.84811800,1440842.42267393,0
1583873100000,8024.13000000,8025.00000000,7966.06000000,8003.18000000,415.21847600,1583873399999,3319637.85704002,3792,195.97262200,1566755.17927752,0
1583873400000,8003.18000000,8005.00000000,7985.90000000,7992.01000000,177.10753600,1583873699999,1415762.76562319,1921,85.58696100,684079.34499651,0
1583873700000,7992.02000000,7994.75000000,7963.74000000,7990.11000000,225.70568000,1583873999999,1801001.36911498,2254,117.63673900,938555.09389496,0
1583874000000,7990.75000000,8001.60000000,7987.71000000,8000.54000000,125.33639300,1583874299999,1001935.80016328,2115,70.56022800,564093.02893359,0
1583874300000,8001.57000000,8005.50000000,7992.34000000,7996.28000000,149.43354200,1583874599999,1195149.04147268,1844,53.74088900,429856.58341615,0
1583874600000,7995.98000000,8019.27000000,7995.98000000,8008.33000000,145.18285400,1583874899999,1162685.55333044,1983,60.83405800,487170.07107127,0
1583874900000,8008.33000000,8021.00000000,8008.33000000,8012.26000000,179.69616800,1583875199999,1439979.28105246,2016,75.61088100,605984.57725142,0
1583875200000,8013.13000000,8033.00000000,8012.25000000,8019.38000000,155.34462700,1583875499999,1246588.42169282,2034,97.26390700,780649.30375621,0
1583875500000,8018.46000000,8030.87000000,8017.76000000,8027.25000000,63.34441600,1583875799999,508300.63182776,1271,36.81757200,295438.94907133,0
1583875800000,8028.68000000,8038.11000000,8008.33000000,8010.07000000,159.27442800,1583876099999,1278519.22854817,2431,68.98238900,554007.98034228,0
1583876100000,8009.96000000,8011.17000000,7990.57000000,7990.82000000,573.60859300,1583876399999,4592090.47433982,2454,88.56708800,708711.58294447,0
1583876400000,7990.71000000,7992.12000000,7941.90000000,7967.70000000,385.36696200,1583876699999,3068741.44451786,3745,178.73540100,1423386.11098446,0
